年,週,就診類別,年齡別,縣市,腸病毒健保就診人次,健保就診總人次,縣市別代碼
2025,34,門診,0~2,台南市,162,12090,67000
2025,34,門診,0~2,桃園市,388,17467,68000
2025,34,門診,13~15,連江縣,0,19,09007
2025,34,門診,13~15,金門縣,0,391,09020
2025,34,門診,13~15,宜蘭縣,2,1265,10002
2025,34,門診,13~15,新竹縣,4,2743,10004
2025,34,門診,13~15,苗栗縣,6,1296,10005
2025,34,門診,13~15,彰化縣,6,4203,10007
2025,34,門診,13~15,南投縣,2,1350,10008
2025,34,門診,13~15,雲林縣,0,1951,10009
2025,34,門診,13~15,嘉義縣,4,907,10010
2025,34,門診,13~15,屏東縣,6,2101,10013
2025,34,門診,13~15,台東縣,0,439,10014
2025,34,門診,13~15,花蓮縣,0,812,10015
2025,34,門診,13~15,澎湖縣,0,311,10016
2025,34,門診,13~15,基隆市,3,1037,10017
2025,34,門診,13~15,新竹市,12,2252,10018
2025,34,門診,13~15,嘉義市,0,1242,10020
2025,34,門診,13~15,台北市,22,9829,63000
2025,34,門診,13~15,高雄市,24,9538,64000
2025,34,門診,13~15,新北市,29,15000,65000
2025,34,門診,13~15,台中市,22,11372,66000
2025,34,門診,13~15,台南市,6,5868,67000
2025,34,門診,13~15,桃園市,16,9108,68000
2025,34,門診,16~18,連江縣,0,21,09007
2025,34,門診,16~18,金門縣,0,319,09020
2025,34,門診,16~18,宜蘭縣,0,1148,10002
2025,34,門診,16~18,新竹縣,3,1969,10004
2025,34,門診,16~18,苗栗縣,0,1117,10005
2025,34,門診,16~18,彰化縣,3,3592,10007
2025,34,門診,16~18,南投縣,0,1025,10008
2025,34,門診,16~18,雲林縣,1,1774,10009
2025,34,門診,16~18,嘉義縣,1,930,10010
2025,34,門診,16~18,屏東縣,2,1689,10013
2025,34,門診,16~18,台東縣,0,371,10014
2025,34,門診,16~18,花蓮縣,0,760,10015
2025,34,門診,16~18,澎湖縣,0,273,10016
2025,34,門診,16~18,基隆市,6,939,10017
2025,34,門診,16~18,新竹市,1,1732,10018
2025,34,門診,16~18,嘉義市,0,1187,10020
2025,34,門診,16~18,台北市,10,8113,63000
2025,34,門診,16~18,高雄市,12,8532,64000
2025,34,門診,16~18,新北市,15,11619,65000
2025,34,門診,16~18,台中市,4,9449,66000
2025,34,門診,16~18,台南市,2,5238,67000
2025,34,門診,16~18,桃園市,15,6913,68000
2025,34,門診,19~24,連江縣,0,84,09007
2025,34,門診,19~24,金門縣,0,683,09020
2025,34,門診,19~24,宜蘭縣,3,2815,10002
2025,34,門診,19~24,新竹縣,3,3995,10004
2025,34,門診,19~24,苗栗縣,1,2579,10005
2025,34,門診,19~24,彰化縣,5,8051,10007
2025,34,門診,19~24,南投縣,2,2498,10008
2025,34,門診,19~24,雲林縣,2,4190,10009
2025,34,門診,19~24,嘉義縣,1,2453,10010
2025,34,門診,19~24,屏東縣,0,4567,10013
2025,34,門診,19~24,台東縣,0,1130,10014
2025,34,門診,19~24,花蓮縣,0,1907,10015
2025,34,門診,19~24,澎湖縣,0,702,10016
2025,34,門診,19~24,基隆市,3,2046,10017
2025,34,門診,19~24,新竹市,5,4438,10018
2025,34,門診,19~24,嘉義市,0,2888,10020
2025,34,門診,19~24,台北市,25,21590,63000
2025,34,門診,19~24,高雄市,7,23378,64000
2025,34,門診,19~24,新北市,17,27765,65000
2025,34,門診,19~24,台中市,9,28340,66000
2025,34,門診,19~24,台南市,4,14336,67000
2025,34,門診,19~24,桃園市,12,17277,68000
2025,34,門診,25~64,連江縣,0,878,09007
2025,34,門診,25~64,金門縣,0,8677,09020
2025,34,門診,25~64,宜蘭縣,18,47014,10002
2025,34,門診,25~64,新竹縣,10,61160,10004
2025,34,門診,25~64,苗栗縣,8,46286,10005
2025,34,門診,25~64,彰化縣,21,129428,10007
2025,34,門診,25~64,南投縣,2,43015,10008
2025,34,門診,25~64,雲林縣,7,62877,10009
2025,34,門診,25~64,嘉義縣,10,44166,10010
2025,34,門診,25~64,屏東縣,12,75965,10013
2025,34,門診,25~64,台東縣,0,17959,10014
2025,34,門診,25~64,花蓮縣,1,34234,10015
2025,34,門診,25~64,澎湖縣,0,12768,10016
2025,34,門診,25~64,基隆市,9,43477,10017
2025,34,門診,25~64,新竹市,25,61762,10018
2025,34,門診,25~64,嘉義市,0,43709,10020
2025,34,門診,25~64,台北市,47,351949,63000
2025,34,門診,25~64,高雄市,26,385723,64000
2025,34,門診,25~64,新北市,102,445136,65000
2025,34,門診,25~64,台中市,49,388031,66000
2025,34,門診,25~64,台南市,20,237146,67000
2025,34,門診,25~64,桃園市,62,282773,68000
2025,34,門診,3~6,連江縣,0,34,09007
2025,34,門診,3~6,金門縣,8,551,09020
2025,34,門診,3~6,宜蘭縣,58,4546,10002
2025,34,門診,3~6,新竹縣,86,7927,10004
2025,34,門診,3~6,苗栗縣,63,5674,10005
2025,34,門診,3~6,彰化縣,187,14642,10007
2025,34,門診,3~6,南投縣,51,4703,10008
2025,34,門診,3~6,雲林縣,72,7103,10009
2025,34,門診,3~6,嘉義縣,22,3012,10010
2025,34,門診,3~6,屏東縣,52,6843,10013
2025,34,門診,3~6,台東縣,23,1115,10014
2025,34,門診,3~6,花蓮縣,17,2562,10015
2025,34,門診,3~6,澎湖縣,0,703,10016
2025,34,門診,3~6,基隆市,54,3035,10017
2025,34,門診,3~6,新竹市,89,7542,10018
2025,34,門診,3~6,嘉義市,20,3479,10020
2025,34,門診,3~6,台北市,253,19473,63000
2025,34,門診,3~6,高雄市,182,30143,64000
2025,34,門診,3~6,新北市,525,43047,65000
2025,34,門診,3~6,台中市,383,41038,66000
2025,34,門診,3~6,台南市,182,20483,67000
2025,34,門診,3~6,桃園市,399,29844,68000
2025,34,門診,65+,連江縣,0,401,09007
2025,34,門診,65+,金門縣,0,5661,09020
2025,34,門診,65+,宜蘭縣,0,38105,10002
2025,34,門診,65+,新竹縣,0,24935,10004
2025,34,門診,65+,苗栗縣,0,31467,10005
2025,34,門診,65+,彰化縣,0,87127,10007
2025,34,門診,65+,南投縣,2,35375,10008
2025,34,門診,65+,雲林縣,0,47231,10009
2025,34,門診,65+,嘉義縣,1,40948,10010
2025,34,門診,65+,屏東縣,3,64703,10013
2025,34,門診,65+,台東縣,0,15221,10014
2025,34,門診,65+,花蓮縣,0,28093,10015
2025,34,門診,65+,澎湖縣,0,10232,10016
2025,34,門診,65+,基隆市,0,34697,10017
2025,34,門診,65+,新竹市,0,25283,10018
2025,34,門診,65+,嘉義市,2,28104,10020
2025,34,門診,65+,台北市,1,248329,63000
2025,34,門診,65+,高雄市,12,259904,64000
2025,34,門診,65+,新北市,5,247615,65000
2025,34,門診,65+,台中市,10,206540,66000
2025,34,門診,65+,台南市,2,150882,67000
2025,34,門診,65+,桃園市,1,137709,68000
2025,34,門診,7~12,連江縣,0,31,09007
2025,34,門診,7~12,金門縣,3,942,09020
2025,34,門診,7~12,宜蘭縣,51,4371,10002
2025,34,門診,7~12,新竹縣,64,8551,10004
2025,34,門診,7~12,苗栗縣,40,4548,10005
2025,34,門診,7~12,彰化縣,88,13817,10007
2025,34,門診,7~12,南投縣,19,4828,10008
2025,34,門診,7~12,雲林縣,27,6234,10009
2025,34,門診,7~12,嘉義縣,19,2987,10010
2025,34,門診,7~12,屏東縣,34,6541,10013
2025,34,門診,7~12,台東縣,15,1212,10014
2025,34,門診,7~12,花蓮縣,10,2551,10015
2025,34,門診,7~12,澎湖縣,3,877,10016
2025,34,門診,7~12,基隆市,30,3151,10017
2025,34,門診,7~12,新竹市,46,7223,10018
2025,34,門診,7~12,嘉義市,15,3702,10020
2025,34,門診,7~12,台北市,169,26031,63000
2025,34,門診,7~12,高雄市,157,32760,64000
2025,34,門診,7~12,新北市,331,49943,65000
2025,34,門診,7~12,台中市,191,40451,66000
2025,34,門診,7~12,台南市,81,19842,67000
2025,34,門診,7~12,桃園市,201,27951,68000
2025,35,住院,0~2,宜蘭縣,0,33,10002
2025,35,住院,0~2,新竹縣,1,17,10004
2025,35,住院,0~2,苗栗縣,0,14,10005
2025,35,住院,0~2,彰化縣,3,102,10007
2025,35,住院,0~2,南投縣,1,16,10008
2025,35,住院,0~2,雲林縣,0,11,10009
2025,35,住院,0~2,嘉義縣,0,19,10010
2025,35,住院,0~2,屏東縣,2,35,10013
2025,35,住院,0~2,台東縣,2,18,10014
2025,35,住院,0~2,花蓮縣,2,36,10015
2025,35,住院,0~2,基隆市,0,11,10017
2025,35,住院,0~2,新竹市,5,60,10018
2025,35,住院,0~2,嘉義市,0,6,10020
2025,35,住院,0~2,台北市,11,155,63000
2025,35,住院,0~2,高雄市,3,145,64000
2025,35,住院,0~2,新北市,7,168,65000
2025,35,住院,0~2,台中市,4,157,66000
2025,35,住院,0~2,台南市,1,40,67000
2025,35,住院,0~2,桃園市,3,132,68000
2025,35,住院,13~15,金門縣,0,1,09020
2025,35,住院,13~15,宜蘭縣,0,3,10002
2025,35,住院,13~15,新竹縣,0,10,10004
2025,35,住院,13~15,苗栗縣,0,6,10005
2025,35,住院,13~15,彰化縣,0,26,10007
2025,35,住院,13~15,南投縣,0,7,10008
2025,35,住院,13~15,雲林縣,0,8,10009
2025,35,住院,13~15,嘉義縣,0,9,10010
2025,35,住院,13~15,屏東縣,0,6,10013
2025,35,住院,13~15,台東縣,0,5,10014
2025,35,住院,13~15,花蓮縣,0,4,10015
2025,35,住院,13~15,基隆市,0,1,10017
2025,35,住院,13~15,新竹市,0,5,10018
2025,35,住院,13~15,嘉義市,0,4,10020
2025,35,住院,13~15,台北市,0,88,63000
2025,35,住院,13~15,高雄市,0,62,64000
2025,35,住院,13~15,新北市,0,32,65000
2025,35,住院,13~15,台中市,2,70,66000
2025,35,住院,13~15,台南市,0,12,67000
2025,35,住院,13~15,桃園市,0,49,68000
2025,35,住院,16~18,宜蘭縣,0,4,10002
2025,35,住院,16~18,新竹縣,0,10,10004
2025,35,住院,16~18,苗栗縣,0,4,10005
2025,35,住院,16~18,彰化縣,0,26,10007
2025,35,住院,16~18,南投縣,0,2,10008
2025,35,住院,16~18,雲林縣,0,7,10009
2025,35,住院,16~18,嘉義縣,0,4,10010
2025,35,住院,16~18,屏東縣,0,9,10013
2025,35,住院,16~18,台東縣,0,3,10014
2025,35,住院,16~18,花蓮縣,0,3,10015
2025,35,住院,16~18,基隆市,0,4,10017
2025,35,住院,16~18,新竹市,0,12,10018
2025,35,住院,16~18,嘉義市,0,5,10020
2025,35,住院,16~18,台北市,0,76,63000
2025,35,住院,16~18,高雄市,0,48,64000
2025,35,住院,16~18,新北市,0,42,65000
2025,35,住院,16~18,台中市,0,96,66000
2025,35,住院,16~18,台南市,0,18,67000
2025,35,住院,16~18,桃園市,0,41,68000
2025,35,住院,19~24,金門縣,0,6,09020
2025,35,住院,19~24,宜蘭縣,0,17,10002
2025,35,住院,19~24,新竹縣,0,20,10004
2025,35,住院,19~24,苗栗縣,0,9,10005
2025,35,住院,19~24,彰化縣,0,63,10007
2025,35,住院,19~24,南投縣,0,15,10008
2025,35,住院,19~24,雲林縣,0,30,10009
2025,35,住院,19~24,嘉義縣,0,21,10010
2025,35,住院,19~24,屏東縣,0,16,10013
2025,35,住院,19~24,台東縣,0,4,10014
2025,35,住院,19~24,花蓮縣,0,24,10015
2025,35,住院,19~24,澎湖縣,0,2,10016
2025,35,住院,19~24,基隆市,0,7,10017
2025,35,住院,19~24,新竹市,0,23,10018
2025,35,住院,19~24,嘉義市,0,17,10020
2025,35,住院,19~24,台北市,0,167,63000
2025,35,住院,19~24,高雄市,0,147,64000
2025,35,住院,19~24,新北市,0,93,65000
2025,35,住院,19~24,台中市,0,211,66000
2025,35,住院,19~24,台南市,0,43,67000
2025,35,住院,19~24,桃園市,0,118,68000
2025,35,住院,25~64,金門縣,0,34,09020
2025,35,住院,25~64,宜蘭縣,0,410,10002
2025,35,住院,25~64,新竹縣,0,492,10004
2025,35,住院,25~64,苗栗縣,0,225,10005
2025,35,住院,25~64,彰化縣,0,1380,10007
2025,35,住院,25~64,南投縣,0,239,10008
2025,35,住院,25~64,雲林縣,0,357,10009
2025,35,住院,25~64,嘉義縣,0,542,10010
2025,35,住院,25~64,屏東縣,0,413,10013
2025,35,住院,25~64,台東縣,0,187,10014
2025,35,住院,25~64,花蓮縣,0,450,10015
2025,35,住院,25~64,澎湖縣,0,21,10016
2025,35,住院,25~64,基隆市,0,300,10017
2025,35,住院,25~64,新竹市,0,555,10018
2025,35,住院,25~64,嘉義市,0,389,10020
2025,35,住院,25~64,台北市,0,4465,63000
2025,35,住院,25~64,高雄市,1,3449,64000
2025,35,住院,25~64,新北市,0,2565,65000
2025,35,住院,25~64,台中市,0,4464,66000
2025,35,住院,25~64,台南市,0,1609,67000
2025,35,住院,25~64,桃園市,0,2776,68000
2025,35,住院,3~6,金門縣,0,2,09020
2025,35,住院,3~6,宜蘭縣,0,15,10002
2025,35,住院,3~6,新竹縣,1,9,10004
2025,35,住院,3~6,苗栗縣,0,12,10005
2025,35,住院,3~6,彰化縣,2,83,10007
2025,35,住院,3~6,南投縣,2,21,10008
2025,35,住院,3~6,雲林縣,0,6,10009
2025,35,住院,3~6,嘉義縣,0,8,10010
2025,35,住院,3~6,屏東縣,3,43,10013
2025,35,住院,3~6,台東縣,0,8,10014
2025,35,住院,3~6,花蓮縣,0,27,10015
2025,35,住院,3~6,基隆市,0,8,10017
2025,35,住院,3~6,新竹市,1,38,10018
2025,35,住院,3~6,嘉義市,1,4,10020
2025,35,住院,3~6,台北市,1,116,63000
2025,35,住院,3~6,高雄市,0,117,64000
2025,35,住院,3~6,新北市,2,72,65000
2025,35,住院,3~6,台中市,4,144,66000
2025,35,住院,3~6,台南市,1,37,67000
2025,35,住院,3~6,桃園市,1,106,68000
2025,35,住院,65+,金門縣,0,50,09020
2025,35,住院,65+,宜蘭縣,0,314,10002
2025,35,住院,65+,新竹縣,0,245,10004
2025,35,住院,65+,苗栗縣,0,228,10005
2025,35,住院,65+,彰化縣,0,1370,10007
2025,35,住院,65+,南投縣,0,274,10008
2025,35,住院,65+,雲林縣,0,419,10009
2025,35,住院,65+,嘉義縣,0,545,10010
2025,35,住院,65+,屏東縣,0,374,10013
2025,35,住院,65+,台東縣,0,203,10014
2025,35,住院,65+,花蓮縣,0,398,10015
2025,35,住院,65+,澎湖縣,0,5,10016
2025,35,住院,65+,基隆市,0,297,10017
2025,35,住院,65+,新竹市,0,417,10018
2025,35,住院,65+,嘉義市,0,269,10020
2025,35,住院,65+,台北市,0,3779,63000
2025,35,住院,65+,高雄市,0,2437,64000
2025,35,住院,65+,新北市,0,2287,65000
2025,35,住院,65+,台中市,0,2526,66000
2025,35,住院,65+,台南市,0,1375,67000
2025,35,住院,65+,桃園市,0,1859,68000
2025,35,住院,7~12,金門縣,0,3,09020
2025,35,住院,7~12,宜蘭縣,0,18,10002
2025,35,住院,7~12,新竹縣,0,11,10004
2025,35,住院,7~12,苗栗縣,0,9,10005
2025,35,住院,7~12,彰化縣,2,52,10007
2025,35,住院,7~12,南投縣,1,13,10008
2025,35,住院,7~12,雲林縣,0,4,10009
2025,35,住院,7~12,嘉義縣,0,21,10010
2025,35,住院,7~12,屏東縣,0,20,10013
2025,35,住院,7~12,台東縣,1,9,10014
2025,35,住院,7~12,花蓮縣,0,9,10015
2025,35,住院,7~12,澎湖縣,0,3,10016
2025,35,住院,7~12,基隆市,0,8,10017
2025,35,住院,7~12,新竹市,0,24,10018
2025,35,住院,7~12,嘉義市,0,6,10020
2025,35,住院,7~12,台北市,0,182,63000
2025,35,住院,7~12,高雄市,1,117,64000
2025,35,住院,7~12,新北市,0,86,65000
2025,35,住院,7~12,台中市,0,164,66000
2025,35,住院,7~12,台南市,2,48,67000
2025,35,住院,7~12,桃園市,0,124,68000
2025,35,門診,0~2,連江縣,0,13,09007
2025,35,門診,0~2,金門縣,2,299,09020
2025,35,門診,0~2,宜蘭縣,92,2899,10002
2025,35,門診,0~2,新竹縣,69,4292,10004
2025,35,門診,0~2,苗栗縣,50,3004,10005
2025,35,門診,0~2,彰化縣,103,8517,10007
2025,35,門診,0~2,南投縣,30,2507,10008
2025,35,門診,0~2,雲林縣,48,4152,10009
2025,35,門診,0~2,嘉義縣,17,1587,10010
2025,35,門診,0~2,屏東縣,66,4056,10013
2025,35,門診,0~2,台東縣,43,835,10014
2025,35,門診,0~2,花蓮縣,10,1638,10015
2025,35,門診,0~2,澎湖縣,0,406,10016
2025,35,門診,0~2,基隆市,40,1592,10017
2025,35,門診,0~2,新竹市,84,4484,10018
2025,35,門診,0~2,嘉義市,19,2053,10020
2025,35,門診,0~2,台北市,276,12342,63000
2025,35,門診,0~2,高雄市,165,15954,64000
2025,35,門診,0~2,新北市,459,23853,65000
2025,35,門診,0~2,台中市,349,23526,66000
2025,35,門診,0~2,台南市,156,11974,67000
2025,35,門診,0~2,桃園市,330,17094,68000
2025,35,門診,13~15,連江縣,0,13,09007
2025,35,門診,13~15,金門縣,0,386,09020
2025,35,門診,13~15,宜蘭縣,6,1336,10002
2025,35,門診,13~15,新竹縣,1,3012,10004
2025,35,門診,13~15,苗栗縣,2,1328,10005
2025,35,門診,13~15,彰化縣,7,4669,10007
2025,35,門診,13~15,南投縣,2,1485,10008
2025,35,門診,13~15,雲林縣,2,1994,10009
2025,35,門診,13~15,嘉義縣,2,1053,10010
2025,35,門診,13~15,屏東縣,7,2305,10013
2025,35,門診,13~15,台東縣,0,440,10014
2025,35,門診,13~15,花蓮縣,1,847,10015
2025,35,門診,13~15,澎湖縣,0,305,10016
2025,35,門診,13~15,基隆市,8,1073,10017
2025,35,門診,13~15,新竹市,9,2755,10018
2025,35,門診,13~15,嘉義市,0,1378,10020
2025,35,門診,13~15,台北市,18,11431,63000
2025,35,門診,13~15,高雄市,21,9633,64000
2025,35,門診,13~15,新北市,34,17917,65000
2025,35,門診,13~15,台中市,22,13314,66000
2025,35,門診,13~15,台南市,13,6367,67000
2025,35,門診,13~15,桃園市,15,10502,68000
2025,35,門診,16~18,連江縣,0,23,09007
2025,35,門診,16~18,金門縣,0,369,09020
2025,35,門診,16~18,宜蘭縣,0,1131,10002
2025,35,門診,16~18,新竹縣,1,1906,10004
2025,35,門診,16~18,苗栗縣,1,1096,10005
2025,35,門診,16~18,彰化縣,3,3794,10007
2025,35,門診,16~18,南投縣,2,1099,10008
2025,35,門診,16~18,雲林縣,2,1779,10009
2025,35,門診,16~18,嘉義縣,1,1000,10010
2025,35,門診,16~18,屏東縣,0,1826,10013
2025,35,門診,16~18,台東縣,0,441,10014
2025,35,門診,16~18,花蓮縣,0,752,10015
2025,35,門診,16~18,澎湖縣,0,279,10016
2025,35,門診,16~18,基隆市,3,931,10017
2025,35,門診,16~18,新竹市,5,1972,10018
2025,35,門診,16~18,嘉義市,0,1195,10020
2025,35,門診,16~18,台北市,16,8988,63000
2025,35,門診,16~18,高雄市,5,8516,64000
2025,35,門診,16~18,新北市,11,12725,65000
2025,35,門診,16~18,台中市,5,10305,66000
2025,35,門診,16~18,台南市,4,5396,67000
2025,35,門診,16~18,桃園市,9,7125,68000
2025,35,門診,19~24,連江縣,0,137,09007
2025,35,門診,19~24,金門縣,2,740,09020
2025,35,門診,19~24,宜蘭縣,3,2773,10002
2025,35,門診,19~24,新竹縣,2,4051,10004
2025,35,門診,19~24,苗栗縣,3,2389,10005
2025,35,門診,19~24,彰化縣,4,8065,10007
2025,35,門診,19~24,南投縣,1,2371,10008
2025,35,門診,19~24,雲林縣,0,4148,10009
2025,35,門診,19~24,嘉義縣,1,2541,10010
2025,35,門診,19~24,屏東縣,4,4541,10013
2025,35,門診,19~24,台東縣,0,1122,10014
2025,35,門診,19~24,花蓮縣,1,1971,10015
2025,35,門診,19~24,澎湖縣,0,735,10016
2025,35,門診,19~24,基隆市,3,2139,10017
2025,35,門診,19~24,新竹市,0,4569,10018
2025,35,門診,19~24,嘉義市,0,2975,10020
2025,35,門診,19~24,台北市,23,21746,63000
2025,35,門診,19~24,高雄市,10,22668,64000
2025,35,門診,19~24,新北市,15,27869,65000
2025,35,門診,19~24,台中市,12,28090,66000
2025,35,門診,19~24,台南市,14,14076,67000
2025,35,門診,19~24,桃園市,9,17316,68000
2025,35,門診,25~64,連江縣,0,856,09007
2025,35,門診,25~64,金門縣,0,8431,09020
2025,35,門診,25~64,宜蘭縣,14,48434,10002
2025,35,門診,25~64,新竹縣,10,61068,10004
2025,35,門診,25~64,苗栗縣,5,45430,10005
2025,35,門診,25~64,彰化縣,32,128545,10007
2025,35,門診,25~64,南投縣,1,41910,10008
2025,35,門診,25~64,雲林縣,10,63608,10009
2025,35,門診,25~64,嘉義縣,8,44392,10010
2025,35,門診,25~64,屏東縣,10,75180,10013
2025,35,門診,25~64,台東縣,5,17689,10014
2025,35,門診,25~64,花蓮縣,2,33961,10015
2025,35,門診,25~64,澎湖縣,1,12751,10016
2025,35,門診,25~64,基隆市,3,43659,10017
2025,35,門診,25~64,新竹市,11,61566,10018
2025,35,門診,25~64,嘉義市,4,43136,10020
2025,35,門診,25~64,台北市,59,353221,63000
2025,35,門診,25~64,高雄市,35,373946,64000
2025,35,門診,25~64,新北市,101,447080,65000
2025,35,門診,25~64,台中市,60,397239,66000
2025,35,門診,25~64,台南市,31,230581,67000
2025,35,門診,25~64,桃園市,58,286850,68000
2025,35,門診,3~6,連江縣,0,12,09007
2025,35,門診,3~6,金門縣,5,660,09020
2025,35,門診,3~6,宜蘭縣,98,5079,10002
2025,35,門診,3~6,新竹縣,65,7548,10004
2025,35,門診,3~6,苗栗縣,53,5403,10005
2025,35,門診,3~6,彰化縣,162,14848,10007
2025,35,門診,3~6,南投縣,45,4773,10008
2025,35,門診,3~6,雲林縣,44,7506,10009
2025,35,門診,3~6,嘉義縣,19,3165,10010
2025,35,門診,3~6,屏東縣,84,7247,10013
2025,35,門診,3~6,台東縣,22,1209,10014
2025,35,門診,3~6,花蓮縣,15,2599,10015
2025,35,門診,3~6,澎湖縣,6,683,10016
2025,35,門診,3~6,基隆市,35,2938,10017
2025,35,門診,3~6,新竹市,97,7300,10018
2025,35,門診,3~6,嘉義市,31,3660,10020
2025,35,門診,3~6,台北市,251,19641,63000
2025,35,門診,3~6,高雄市,200,29196,64000
2025,35,門診,3~6,新北市,502,42805,65000
2025,35,門診,3~6,台中市,365,41046,66000
2025,35,門診,3~6,台南市,188,20537,67000
2025,35,門診,3~6,桃園市,456,29127,68000
2025,35,門診,65+,連江縣,0,361,09007
2025,35,門診,65+,金門縣,0,5473,09020
2025,35,門診,65+,宜蘭縣,4,38997,10002
2025,35,門診,65+,新竹縣,0,25381,10004
2025,35,門診,65+,苗栗縣,0,31429,10005
2025,35,門診,65+,彰化縣,1,86180,10007
2025,35,門診,65+,南投縣,0,34240,10008
2025,35,門診,65+,雲林縣,0,47191,10009
2025,35,門診,65+,嘉義縣,1,41116,10010
2025,35,門診,65+,屏東縣,1,61871,10013
2025,35,門診,65+,台東縣,0,15022,10014
2025,35,門診,65+,花蓮縣,0,27710,10015
2025,35,門診,65+,澎湖縣,0,9831,10016
2025,35,門診,65+,基隆市,0,35367,10017
2025,35,門診,65+,新竹市,1,25681,10018
2025,35,門診,65+,嘉義市,0,27013,10020
2025,35,門診,65+,台北市,2,250250,63000
2025,35,門診,65+,高雄市,9,253380,64000
2025,35,門診,65+,新北市,6,247854,65000
2025,35,門診,65+,台中市,6,212791,66000
2025,35,門診,65+,台南市,4,145958,67000
2025,35,門診,65+,桃園市,2,143333,68000
2025,35,門診,7~12,連江縣,0,43,09007
2025,35,門診,7~12,金門縣,4,899,09020
2025,35,門診,7~12,宜蘭縣,47,4726,10002
2025,35,門診,7~12,新竹縣,39,9283,10004
2025,35,門診,7~12,苗栗縣,40,4644,10005
2025,35,門診,7~12,彰化縣,106,13874,10007
2025,35,門診,7~12,南投縣,16,5209,10008
2025,35,門診,7~12,雲林縣,43,6256,10009
2025,35,門診,7~12,嘉義縣,10,3025,10010
2025,35,門診,7~12,屏東縣,50,6640,10013
2025,35,門診,7~12,台東縣,12,1216,10014
2025,35,門診,7~12,花蓮縣,16,2446,10015
2025,35,門診,7~12,澎湖縣,6,853,10016
2025,35,門診,7~12,基隆市,28,3232,10017
2025,35,門診,7~12,新竹市,53,8325,10018
2025,35,門診,7~12,嘉義市,16,4030,10020
2025,35,門診,7~12,台北市,160,28512,63000
2025,35,門診,7~12,高雄市,140,32523,64000
2025,35,門診,7~12,新北市,337,55745,65000
2025,35,門診,7~12,台中市,179,44226,66000
2025,35,門診,7~12,台南市,110,21318,67000
2025,35,門診,7~12,桃園市,273,29895,68000
2025,36,住院,0~2,金門縣,0,3,09020
2025,36,住院,0~2,宜蘭縣,1,42,10002
2025,36,住院,0~2,新竹縣,0,8,10004
2025,36,住院,0~2,苗栗縣,1,22,10005
2025,36,住院,0~2,彰化縣,8,95,10007
2025,36,住院,0~2,南投縣,0,15,10008
2025,36,住院,0~2,雲林縣,0,11,10009
2025,36,住院,0~2,嘉義縣,0,15,10010
2025,36,住院,0~2,屏東縣,2,37,10013
2025,36,住院,0~2,台東縣,2,13,10014
2025,36,住院,0~2,花蓮縣,0,28,10015
2025,36,住院,0~2,基隆市,0,12,10017
2025,36,住院,0~2,新竹市,0,49,10018
2025,36,住院,0~2,嘉義市,0,4,10020
2025,36,住院,0~2,台北市,8,145,63000
2025,36,住院,0~2,高雄市,5,127,64000
2025,36,住院,0~2,新北市,8,173,65000
2025,36,住院,0~2,台中市,8,168,66000
2025,36,住院,0~2,台南市,0,41,67000
2025,36,住院,0~2,桃園市,3,128,68000
2025,36,住院,13~15,宜蘭縣,0,4,10002
2025,36,住院,13~15,新竹縣,0,5,10004
2025,36,住院,13~15,苗栗縣,0,4,10005
2025,36,住院,13~15,彰化縣,0,19,10007
2025,36,住院,13~15,南投縣,0,2,10008
2025,36,住院,13~15,嘉義縣,0,6,10010
2025,36,住院,13~15,屏東縣,0,5,10013
2025,36,住院,13~15,台東縣,0,9,10014
2025,36,住院,13~15,花蓮縣,0,2,10015
2025,36,住院,13~15,基隆市,0,4,10017
2025,36,住院,13~15,新竹市,0,8,10018
2025,36,住院,13~15,嘉義市,0,1,10020
2025,36,住院,13~15,台北市,0,57,63000
2025,36,住院,13~15,高雄市,0,31,64000
2025,36,住院,13~15,新北市,0,36,65000
2025,36,住院,13~15,台中市,0,30,66000
2025,36,住院,13~15,台南市,0,8,67000
2025,36,住院,13~15,桃園市,0,31,68000
2025,36,住院,16~18,金門縣,0,1,09020
2025,36,住院,16~18,宜蘭縣,0,5,10002
2025,36,住院,16~18,新竹縣,0,5,10004
2025,36,住院,16~18,苗栗縣,0,3,10005
2025,36,住院,16~18,彰化縣,0,22,10007
2025,36,住院,16~18,南投縣,0,4,10008
2025,36,住院,16~18,雲林縣,0,8,10009
2025,36,住院,16~18,嘉義縣,0,5,10010
2025,36,住院,16~18,屏東縣,0,1,10013
2025,36,住院,16~18,台東縣,0,5,10014
2025,36,住院,16~18,花蓮縣,0,8,10015
2025,36,住院,16~18,基隆市,0,2,10017
2025,36,住院,16~18,新竹市,0,16,10018
2025,36,住院,16~18,嘉義市,0,4,10020
2025,36,住院,16~18,台北市,0,54,63000
2025,36,住院,16~18,高雄市,0,40,64000
2025,36,住院,16~18,新北市,0,30,65000
2025,36,住院,16~18,台中市,0,58,66000
2025,36,住院,16~18,台南市,0,17,67000
2025,36,住院,16~18,桃園市,0,43,68000
2025,36,住院,19~24,金門縣,0,2,09020
2025,36,住院,19~24,宜蘭縣,0,23,10002
2025,36,住院,19~24,新竹縣,0,35,10004
2025,36,住院,19~24,苗栗縣,0,17,10005
2025,36,住院,19~24,彰化縣,0,79,10007
2025,36,住院,19~24,南投縣,0,12,10008
2025,36,住院,19~24,雲林縣,0,18,10009
