確定病名,個案研判日,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
19SC,2024-11-19,彰化縣,花壇鄉,M,0,70+,1,10007,10007080
19SC,2024-11-19,新北市,樹林區,M,0,35~39,1,65000,65000070
19SC,2024-11-20,新北市,新店區,M,0,70+,1,65000,65000060
19SC,2024-11-20,台南市,學甲區,M,0,70+,1,67000,67000130
19SC,2024-11-21,台中市,大里區,M,0,60~64,1,66000,66000280
19SC,2024-11-21,桃園市,桃園區,M,0,70+,1,68000,68000010
19SC,2024-11-25,屏東縣,滿州鄉,F,0,70+,1,10013,10013240
19SC,2024-11-25,台北市,士林區,M,0,70+,1,63000,63000110
19SC,2024-11-25,台南市,將軍區,M,0,70+,1,67000,67000160
19SC,2024-11-26,彰化縣,員林市,M,0,70+,1,10007,10007100
19SC,2024-11-26,台北市,士林區,F,0,70+,1,63000,63000110
19SC,2024-11-26,台中市,南屯區,M,0,60~64,1,66000,66000070
19SC,2024-11-26,台南市,下營區,M,0,70+,1,67000,67000080
19SC,2024-11-27,屏東縣,新埤鄉,M,0,70+,1,10013,10013150
19SC,2024-11-27,台北市,大安區,M,0,65~69,1,63000,63000030
19SC,2024-11-27,高雄市,鳳山區,F,0,70+,1,64000,64000120
19SC,2024-11-27,台中市,南屯區,F,0,55~59,1,66000,66000070
19SC,2024-11-28,雲林縣,斗六市,F,0,50~54,1,10009,10009010
19SC,2024-11-28,台中市,西屯區,M,0,50~54,1,66000,66000060
19SC,2024-11-29,台北市,士林區,M,0,70+,1,63000,63000110
19SC,2024-11-30,雲林縣,土庫鎮,M,0,70+,1,10009,10009050
19SC,2024-11-30,屏東縣,鹽埔鄉,F,0,70+,1,10013,10013100
19SC,2024-12-01,新北市,中和區,M,0,60~64,1,65000,65000030
19SC,2024-12-01,台南市,北區,M,0,60~64,1,67000,67000340
19SC,2024-12-02,澎湖縣,湖西鄉,M,0,55~59,1,10016,10016020
19SC,2024-12-02,台南市,永康區,M,0,70+,1,67000,67000310
19SC,2024-12-02,桃園市,中壢區,M,0,60~64,1,68000,68000020
19SC,2024-12-03,新竹縣,芎林鄉,M,0,70+,1,10004,10004070
19SC,2024-12-03,台東縣,台東市,F,0,70+,1,10014,10014010
19SC,2024-12-03,台中市,南區,M,0,60~64,1,66000,66000030
19SC,2024-12-04,高雄市,美濃區,M,1,70+,1,64000,64000310
19SC,2024-12-04,桃園市,中壢區,M,0,65~69,1,68000,68000020
19SC,2024-12-05,台中市,南區,M,0,60~64,1,66000,66000030
19SC,2024-12-06,台東縣,台東市,M,0,70+,1,10014,10014010
19SC,2024-12-06,新北市,蘆洲區,M,0,65~69,1,65000,65000140
19SC,2024-12-07,南投縣,南投市,M,0,70+,1,10008,10008010
19SC,2024-12-08,新北市,中和區,M,0,70+,1,65000,65000030
19SC,2024-12-09,彰化縣,彰化市,M,0,60~64,1,10007,10007010
19SC,2024-12-09,台北市,士林區,M,0,70+,1,63000,63000110
19SC,2024-12-09,新北市,中和區,M,0,70+,1,65000,65000030
19SC,2024-12-09,台中市,清水區,F,0,70+,1,66000,66000120
19SC,2024-12-10,新北市,板橋區,M,0,70+,1,65000,65000010
19SC,2024-12-10,台南市,北區,F,0,70+,1,67000,67000340
19SC,2024-12-11,苗栗縣,公館鄉,M,0,70+,1,10005,10005090
19SC,2024-12-11,桃園市,桃園區,M,0,70+,1,68000,68000010
19SC,2024-12-12,金門縣,金沙鎮,M,0,70+,1,09020,09020020
19SC,2024-12-12,彰化縣,員林市,M,0,70+,1,10007,10007100
19SC,2024-12-12,台東縣,台東市,F,0,65~69,1,10014,10014010
19SC,2024-12-13,雲林縣,斗南鎮,M,0,70+,1,10009,10009020
19SC,2024-12-16,高雄市,美濃區,M,0,70+,1,64000,64000310
19SC,2024-12-16,新北市,板橋區,M,0,70+,1,65000,65000010
19SC,2024-12-17,嘉義縣,民雄鄉,F,0,70+,1,10010,10010050
19SC,2024-12-17,台東縣,台東市,M,0,55~59,1,10014,10014010
19SC,2024-12-18,新北市,中和區,M,0,65~69,1,65000,65000030
19SC,2024-12-18,台中市,豐原區,M,0,70+,1,66000,66000090
19SC,2024-12-18,桃園市,楊梅區,M,0,70+,1,68000,68000040
19SC,2024-12-19,台中市,豐原區,M,0,70+,1,66000,66000090
19SC,2024-12-19,桃園市,中壢區,M,0,70+,1,68000,68000020
19SC,2024-12-20,屏東縣,潮州鎮,F,0,70+,1,10013,10013020
19SC,2024-12-20,台北市,松山區,M,0,70+,1,63000,63000010
19SC,2024-12-23,雲林縣,水林鄉,M,0,70+,1,10009,10009200
19SC,2024-12-23,屏東縣,潮州鎮,M,0,65~69,1,10013,10013020
19SC,2024-12-23,台中市,烏日區,M,0,70+,1,66000,66000230
19SC,2024-12-23,桃園市,八德區,F,0,70+,1,68000,68000080
19SC,2024-12-24,雲林縣,褒忠鄉,M,0,70+,1,10009,10009150
19SC,2024-12-24,新北市,板橋區,F,0,70+,1,65000,65000010
19SC,2024-12-25,雲林縣,土庫鎮,M,0,70+,1,10009,10009050
19SC,2024-12-25,雲林縣,虎尾鎮,M,0,70+,1,10009,10009030
19SC,2024-12-26,嘉義縣,中埔鄉,M,0,65~69,1,10010,10010130
19SC,2024-12-26,高雄市,鳳山區,M,0,45~49,1,64000,64000120
19SC,2024-12-27,彰化縣,員林市,M,0,65~69,1,10007,10007100
19SC,2024-12-27,台北市,大安區,F,0,70+,1,63000,63000030
19SC,2024-12-28,雲林縣,虎尾鎮,F,0,70+,1,10009,10009030
19SC,2024-12-30,雲林縣,虎尾鎮,F,0,70+,1,10009,10009030
19SC,2024-12-31,苗栗縣,大湖鄉,F,0,30~34,1,10005,10005080
19SC,2024-12-31,彰化縣,員林市,M,0,70+,1,10007,10007100
19SC,2024-12-31,新北市,五股區,F,0,50~54,1,65000,65000150
19SC,2025-01-02,新竹縣,新豐鄉,M,0,70+,1,10004,10004060
19SC,2025-01-02,基隆市,中山區,F,0,70+,1,10017,10017050
19SC,2025-01-02,新北市,永和區,F,0,70+,1,65000,65000040
19SC,2025-01-02,桃園市,八德區,M,0,70+,1,68000,68000080
19SC,2025-01-03,雲林縣,虎尾鎮,M,0,70+,1,10009,10009030
19SC,2025-01-03,高雄市,橋頭區,M,0,70+,1,64000,64000200
19SC,2025-01-05,台南市,東區,M,0,65~69,1,67000,67000320
19SC,2025-01-06,南投縣,埔里鎮,M,0,70+,1,10008,10008020
19SC,2025-01-06,台中市,大肚區,F,0,40~44,1,66000,66000240
19SC,2025-01-06,台中市,太平區,F,0,70+,1,66000,66000270
19SC,2025-01-06,桃園市,中壢區,F,0,70+,1,68000,68000020
19SC,2025-01-06,桃園市,觀音區,M,0,45~49,1,68000,68000120
19SC,2025-01-08,雲林縣,虎尾鎮,M,0,30~34,1,10009,10009030
19SC,2025-01-09,嘉義縣,中埔鄉,F,0,55~59,1,10010,10010130
19SC,2025-01-09,台北市,大安區,F,0,70+,1,63000,63000030
19SC,2025-01-09,高雄市,湖內區,F,0,70+,1,64000,64000250
19SC,2025-01-10,嘉義縣,朴子市,F,0,0,1,10010,10010020
19SC,2025-01-10,高雄市,小港區,M,0,0,1,64000,64000110
19SC,2025-01-10,高雄市,岡山區,F,0,70+,1,64000,64000190
19SC,2025-01-13,雲林縣,土庫鎮,M,0,55~59,1,10009,10009050
19SC,2025-01-13,高雄市,鳳山區,M,0,70+,1,64000,64000120
19SC,2025-01-13,桃園市,桃園區,M,0,70+,1,68000,68000010
19SC,2025-01-14,雲林縣,土庫鎮,F,0,70+,1,10009,10009050
19SC,2025-01-14,台中市,東勢區,M,0,70+,1,66000,66000100
19SC,2025-01-14,台南市,北區,F,0,65~69,1,67000,67000340
19SC,2025-01-15,新北市,樹林區,F,0,70+,1,65000,65000070
19SC,2025-01-17,基隆市,中正區,M,0,45~49,1,10017,10017010
19SC,2025-01-20,新竹縣,北埔鄉,F,0,70+,1,10004,10004090
19SC,2025-01-20,雲林縣,虎尾鎮,F,0,70+,1,10009,10009030
19SC,2025-01-20,台中市,大里區,F,0,55~59,1,66000,66000280
19SC,2025-01-20,台中市,西區,F,0,70+,1,66000,66000040
19SC,2025-01-22,台中市,后里區,F,0,70+,1,66000,66000150
19SC,2025-01-22,台中市,霧峰區,M,0,60~64,1,66000,66000260
19SC,2025-01-24,台北市,松山區,F,0,70+,1,63000,63000010
19SC,2025-01-24,新北市,土城區,M,0,65~69,1,65000,65000130
19SC,2025-01-26,雲林縣,斗六市,F,0,70+,1,10009,10009010
19SC,2025-01-27,彰化縣,伸港鄉,M,0,70+,1,10007,10007050
19SC,2025-01-27,台中市,南屯區,M,0,70+,1,66000,66000070
19SC,2025-01-29,新北市,永和區,M,0,60~64,1,65000,65000040
19SC,2025-01-31,桃園市,大溪區,M,0,70+,1,68000,68000030
19SC,2025-02-01,屏東縣,屏東市,M,0,55~59,1,10013,10013010
19SC,2025-02-03,台北市,大安區,M,0,70+,1,63000,63000030
19SC,2025-02-03,高雄市,前鎮區,F,0,60~64,1,64000,64000090
19SC,2025-02-04,台北市,南港區,M,0,70+,1,63000,63000090
19SC,2025-02-04,台北市,大安區,M,0,70+,1,63000,63000030
19SC,2025-02-06,南投縣,竹山鎮,M,0,60~64,1,10008,10008040
19SC,2025-02-06,台中市,南屯區,M,0,65~69,1,66000,66000070
19SC,2025-02-07,高雄市,林園區,F,0,70+,1,64000,64000130
19SC,2025-02-07,台中市,大里區,M,0,70+,1,66000,66000280
19SC,2025-02-07,桃園市,龜山區,M,0,70+,1,68000,68000070
19SC,2025-02-10,屏東縣,麟洛鄉,M,0,60~64,1,10013,10013070
19SC,2025-02-10,台東縣,台東市,M,0,70+,1,10014,10014010
19SC,2025-02-11,台北市,萬華區,F,0,70+,1,63000,63000070
19SC,2025-02-11,台北市,萬華區,F,0,70+,1,63000,63000071
19SC,2025-02-11,台北市,萬華區,F,0,70+,1,63000,63000072
19SC,2025-02-11,新北市,汐止區,M,0,70+,1,65000,65000110
19SC,2025-02-12,台北市,士林區,M,0,70+,1,63000,63000110
19SC,2025-02-13,雲林縣,斗六市,F,0,65~69,1,10009,10009010
19SC,2025-02-14,彰化縣,田尾鄉,M,0,70+,1,10007,10007210
19SC,2025-02-15,新竹市,東區,M,0,55~59,1,10018,10018010
19SC,2025-02-17,雲林縣,褒忠鄉,M,0,70+,1,10009,10009150
19SC,2025-02-17,屏東縣,琉球鄉,M,0,55~59,1,10013,10013220
19SC,2025-02-17,高雄市,苓雅區,M,0,65~69,1,64000,64000080
19SC,2025-02-17,桃園市,中壢區,M,0,70+,1,68000,68000020
19SC,2025-02-17,桃園市,桃園區,M,0,65~69,1,68000,68000010
19SC,2025-02-17,桃園市,桃園區,F,0,70+,1,68000,68000010
19SC,2025-02-18,新北市,烏來區,F,0,50~54,1,65000,65000290
19SC,2025-02-18,台南市,新市區,M,0,70+,1,67000,67000200
19SC,2025-02-18,桃園市,八德區,M,0,55~59,1,68000,68000080
19SC,2025-02-19,雲林縣,土庫鎮,M,0,60~64,1,10009,10009050
19SC,2025-02-19,花蓮縣,花蓮市,F,0,70+,1,10015,10015010
19SC,2025-02-19,台北市,內湖區,F,0,70+,1,63000,63000100
19SC,2025-02-19,台中市,西區,M,0,70+,1,66000,66000040
19SC,2025-02-21,桃園市,八德區,M,0,60~64,1,68000,68000080
19SC,2025-02-21,桃園市,八德區,M,0,70+,1,68000,68000080
19SC,2025-02-23,屏東縣,內埔鄉,M,0,70+,1,10013,10013130
19SC,2025-02-23,桃園市,桃園區,M,0,60~64,1,68000,68000010
19SC,2025-02-24,雲林縣,土庫鎮,M,0,65~69,1,10009,10009050
19SC,2025-02-24,屏東縣,潮州鎮,F,0,70+,1,10013,10013020
19SC,2025-02-24,桃園市,大溪區,M,0,55~59,1,68000,68000030
19SC,2025-02-25,新竹市,東區,F,0,70+,1,10018,10018010
19SC,2025-02-25,台中市,西屯區,M,0,65~69,1,66000,66000060
19SC,2025-02-26,屏東縣,內埔鄉,F,0,55~59,1,10013,10013130
19SC,2025-03-03,宜蘭縣,宜蘭市,M,0,60~64,1,10002,10002010
19SC,2025-03-03,新北市,新莊區,M,0,60~64,1,65000,65000050
19SC,2025-03-04,新北市,板橋區,M,0,70+,1,65000,65000010
19SC,2025-03-05,雲林縣,虎尾鎮,M,0,65~69,1,10009,10009030
19SC,2025-03-06,屏東縣,潮州鎮,F,0,70+,1,10013,10013020
19SC,2025-03-06,新北市,土城區,M,0,70+,1,65000,65000130
19SC,2025-03-06,台中市,大里區,F,0,40~44,1,66000,66000280
19SC,2025-03-08,雲林縣,虎尾鎮,M,0,65~69,1,10009,10009030
19SC,2025-03-10,新北市,板橋區,M,0,70+,1,65000,65000010
19SC,2025-03-10,台中市,后里區,M,0,70+,1,66000,66000150
19SC,2025-03-10,台中市,大雅區,M,0,70+,1,66000,66000180
19SC,2025-03-14,台中市,東區,M,0,70+,1,66000,66000020
19SC,2025-03-15,高雄市,鳥松區,M,0,70+,1,64000,64000180
19SC,2025-03-16,桃園市,桃園區,M,0,60~64,1,68000,68000010
19SC,2025-03-17,彰化縣,福興鄉,F,0,70+,1,10007,10007060
19SC,2025-03-17,雲林縣,古坑鄉,M,0,70+,1,10009,10009070
19SC,2025-03-17,屏東縣,萬巒鄉,F,0,70+,1,10013,10013120
19SC,2025-03-18,高雄市,苓雅區,M,0,55~59,1,64000,64000080
19SC,2025-03-21,南投縣,草屯鎮,F,0,70+,1,10008,10008030
19SC,2025-03-23,台南市,北區,M,0,70+,1,67000,67000340
19SC,2025-03-24,彰化縣,二林鎮,F,0,65~69,1,10007,10007200
19SC,2025-03-24,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19SC,2025-03-24,嘉義市,西區,M,0,70+,1,10020,10020020
19SC,2025-03-24,新北市,板橋區,M,0,70+,1,65000,65000010
19SC,2025-03-25,彰化縣,埤頭鄉,M,0,65~69,1,10007,10007220
19SC,2025-03-28,南投縣,仁愛鄉,M,0,55~59,1,10008,10008130
19SC,2025-03-28,桃園市,八德區,M,0,70+,1,68000,68000080
19SC,2025-03-28,桃園市,桃園區,M,0,70+,1,68000,68000010
19SC,2025-03-30,台中市,梧棲區,F,0,70+,1,66000,66000140
19SC,2025-03-31,台北市,南港區,M,0,70+,1,63000,63000090
19SC,2025-03-31,台中市,南屯區,M,0,70+,1,66000,66000070
19SC,2025-03-31,台中市,潭子區,F,0,70+,1,66000,66000170
19SC,2025-04-01,台中市,中區,F,0,70+,1,66000,66000010
19SC,2025-04-02,台中市,北屯區,M,0,70+,1,66000,66000080
19SC,2025-04-02,台南市,中西區,M,0,70+,1,67000,67000370
19SC,2025-04-03,高雄市,前鎮區,M,0,60~64,1,64000,64000090
19SC,2025-04-04,高雄市,三民區,M,0,70+,1,64000,64000050
19SC,2025-04-04,高雄市,三民區,M,0,70+,1,64000,64000051
19SC,2025-04-04,高雄市,三民區,M,0,70+,1,64000,64000052
19SC,2025-04-04,新北市,汐止區,F,0,70+,1,65000,65000110
19SC,2025-04-07,南投縣,名間鄉,F,0,70+,1,10008,10008060
19SC,2025-04-07,台北市,大安區,M,0,70+,1,63000,63000030
19SC,2025-04-08,彰化縣,溪湖鎮,M,0,65~69,1,10007,10007110
19SC,2025-04-08,台北市,中正區,M,0,65~69,1,63000,63000050
19SC,2025-04-08,新北市,永和區,F,0,70+,1,65000,65000040
19SC,2025-04-08,台中市,北區,F,0,70+,1,66000,66000050
19SC,2025-04-08,台中市,太平區,F,0,25~29,1,66000,66000270
19SC,2025-04-08,台中市,神岡區,M,0,70+,1,66000,66000160
19SC,2025-04-08,台南市,龍崎區,F,0,70+,1,67000,67000300
19SC,2025-04-09,屏東縣,潮州鎮,M,0,50~54,1,10013,10013020
19SC,2025-04-09,台北市,大安區,F,0,70+,1,63000,63000030
19SC,2025-04-09,台中市,北屯區,M,0,30~34,1,66000,66000080
19SC,2025-04-10,嘉義縣,新港鄉,F,0,70+,1,10010,10010070
19SC,2025-04-11,台北市,內湖區,F,0,70+,1,63000,63000100
19SC,2025-04-11,台北市,文山區,M,0,70+,1,63000,63000080
19SC,2025-04-11,台北市,文山區,M,0,70+,1,63000,63000081
19SC,2025-04-11,台北市,文山區,M,0,70+,1,63000,63000082
19SC,2025-04-11,新北市,樹林區,M,0,60~64,1,65000,65000070
19SC,2025-04-13,桃園市,桃園區,F,0,70+,1,68000,68000010
19SC,2025-04-14,苗栗縣,大湖鄉,M,0,70+,1,10005,10005080
19SC,2025-04-14,南投縣,南投市,M,0,70+,1,10008,10008010
19SC,2025-04-14,嘉義縣,民雄鄉,F,0,70+,1,10010,10010050
19SC,2025-04-14,新北市,新莊區,M,0,65~69,1,65000,65000050
19SC,2025-04-14,桃園市,平鎮區,M,0,70+,1,68000,68000100
19SC,2025-04-14,桃園市,桃園區,M,0,1,1,68000,68000010
19SC,2025-04-16,花蓮縣,秀林鄉,F,0,30~34,1,10015,10015110
19SC,2025-04-16,台北市,士林區,M,0,70+,1,63000,63000110
19SC,2025-04-16,高雄市,三民區,M,0,70+,2,64000,64000050
19SC,2025-04-16,高雄市,三民區,M,0,70+,2,64000,64000051
19SC,2025-04-16,高雄市,三民區,M,0,70+,2,64000,64000052
19SC,2025-04-17,桃園市,觀音區,M,0,70+,1,68000,68000120
19SC,2025-04-18,台南市,北區,F,0,65~69,1,67000,67000340
19SC,2025-04-18,台南市,北區,M,0,70+,1,67000,67000340
19SC,2025-04-19,台中市,梧棲區,F,0,10~14,1,66000,66000140
19SC,2025-04-20,高雄市,大寮區,M,0,60~64,1,64000,64000140
19SC,2025-04-21,南投縣,竹山鎮,M,0,70+,1,10008,10008040
19SC,2025-04-21,高雄市,三民區,M,0,70+,1,64000,64000050
19SC,2025-04-21,高雄市,三民區,M,0,70+,1,64000,64000051
19SC,2025-04-21,高雄市,三民區,M,0,70+,1,64000,64000052
19SC,2025-04-21,台中市,沙鹿區,F,0,55~59,1,66000,66000130
19SC,2025-04-21,台南市,東區,M,0,70+,1,67000,67000320
19SC,2025-04-22,嘉義縣,朴子市,M,0,70+,1,10010,10010020
19SC,2025-04-22,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
19SC,2025-04-22,高雄市,岡山區,M,0,65~69,1,64000,64000190
19SC,2025-04-22,高雄市,楠梓區,M,0,65~69,1,64000,64000040
19SC,2025-04-22,桃園市,大園區,M,0,65~69,1,68000,68000060
19SC,2025-04-23,桃園市,蘆竹區,M,0,70+,1,68000,68000050
19SC,2025-04-24,屏東縣,萬巒鄉,F,0,70+,1,10013,10013120
19SC,2025-04-24,台北市,中山區,F,0,70+,1,63000,63000040
19SC,2025-04-24,高雄市,梓官區,F,0,70+,1,64000,64000290
19SC,2025-04-24,新北市,中和區,F,0,65~69,1,65000,65000030
19SC,2025-04-24,台中市,南區,M,0,70+,1,66000,66000030
19SC,2025-04-25,嘉義市,東區,M,0,70+,1,10020,10020010
19SC,2025-04-25,高雄市,三民區,F,0,70+,1,64000,64000050
19SC,2025-04-25,高雄市,三民區,F,0,70+,1,64000,64000051
19SC,2025-04-25,高雄市,三民區,F,0,70+,1,64000,64000052
19SC,2025-04-25,台南市,永康區,M,0,70+,1,67000,67000310
19SC,2025-04-27,台北市,中正區,F,0,70+,1,63000,63000050
19SC,2025-04-27,新北市,新莊區,F,0,25~29,1,65000,65000050
19SC,2025-04-28,彰化縣,大城鄉,F,0,60~64,1,10007,10007240
19SC,2025-04-28,彰化縣,彰化市,M,0,50~54,1,10007,10007010
19SC,2025-04-28,高雄市,大寮區,M,0,70+,1,64000,64000140
19SC,2025-04-28,高雄市,小港區,M,0,70+,1,64000,64000110
19SC,2025-04-28,台南市,永康區,F,0,70+,1,67000,67000310
19SC,2025-04-29,台中市,太平區,M,0,55~59,1,66000,66000270
19SC,2025-04-30,宜蘭縣,蘇澳鎮,F,0,70+,1,10002,10002030
19SC,2025-04-30,雲林縣,虎尾鎮,M,0,70+,1,10009,10009030
19SC,2025-04-30,屏東縣,泰武鄉,F,0,25~29,1,10013,10013290
19SC,2025-04-30,新竹市,東區,F,0,70+,1,10018,10018010
19SC,2025-04-30,台南市,東山區,M,0,70+,1,67000,67000060
19SC,2025-05-01,苗栗縣,竹南鎮,M,0,60~64,1,10005,10005040
19SC,2025-05-01,花蓮縣,壽豐鄉,F,0,70+,1,10015,10015060
19SC,2025-05-01,嘉義市,西區,M,0,70+,1,10020,10020020
19SC,2025-05-02,宜蘭縣,五結鄉,M,0,70+,1,10002,10002090
19SC,2025-05-02,新竹縣,竹北市,M,0,60~64,1,10004,10004010
19SC,2025-05-02,苗栗縣,苑裡鎮,F,0,20~24,1,10005,10005020
19SC,2025-05-02,彰化縣,彰化市,M,0,70+,1,10007,10007010
19SC,2025-05-02,花蓮縣,吉安鄉,M,0,60~64,1,10015,10015050
19SC,2025-05-02,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
19SC,2025-05-02,台南市,安南區,M,0,60~64,1,67000,67000350
19SC,2025-05-04,台中市,梧棲區,F,0,70+,1,66000,66000140
19SC,2025-05-04,台南市,永康區,M,0,55~59,1,67000,67000310
19SC,2025-05-05,宜蘭縣,五結鄉,M,0,70+,1,10002,10002090
19SC,2025-05-05,苗栗縣,頭份市,M,0,70+,1,10005,10005050
19SC,2025-05-05,雲林縣,北港鎮,F,0,70+,1,10009,10009060
19SC,2025-05-05,屏東縣,萬巒鄉,F,0,70+,1,10013,10013120
19SC,2025-05-05,台北市,中正區,F,0,70+,1,63000,63000050
19SC,2025-05-05,高雄市,苓雅區,F,0,70+,1,64000,64000080
19SC,2025-05-05,高雄市,鳳山區,M,0,70+,1,64000,64000120
19SC,2025-05-05,新北市,中和區,F,0,70+,1,65000,65000030
19SC,2025-05-05,新北市,樹林區,F,0,45~49,1,65000,65000070
19SC,2025-05-05,新北市,淡水區,F,0,70+,1,65000,65000100
19SC,2025-05-05,台中市,南區,F,0,20~24,1,66000,66000030
19SC,2025-05-05,台中市,神岡區,F,0,4,1,66000,66000160
19SC,2025-05-05,台中市,豐原區,M,0,70+,1,66000,66000090
19SC,2025-05-05,台南市,安南區,M,0,70+,1,67000,67000350
19SC,2025-05-05,桃園市,龍潭區,F,0,70+,1,68000,68000090
19SC,2025-05-06,苗栗縣,公館鄉,F,0,70+,1,10005,10005090
19SC,2025-05-06,新北市,土城區,M,0,15~19,1,65000,65000130
19SC,2025-05-06,台中市,大甲區,F,0,70+,1,66000,66000110
19SC,2025-05-06,台中市,潭子區,M,0,1,1,66000,66000170
19SC,2025-05-07,金門縣,金沙鎮,M,0,60~64,1,09020,09020020
19SC,2025-05-07,嘉義市,西區,M,0,70+,1,10020,10020020
19SC,2025-05-07,高雄市,甲仙區,M,0,70+,1,64000,64000330
19SC,2025-05-07,高雄市,苓雅區,M,0,5~9,1,64000,64000080
19SC,2025-05-07,高雄市,茄萣區,M,0,0,1,64000,64000260
19SC,2025-05-07,桃園市,新屋區,M,0,70+,1,68000,68000110
19SC,2025-05-07,桃園市,龜山區,M,0,65~69,1,68000,68000070
19SC,2025-05-08,苗栗縣,公館鄉,M,0,65~69,1,10005,10005090
19SC,2025-05-08,南投縣,南投市,F,0,70+,1,10008,10008010
19SC,2025-05-08,雲林縣,虎尾鎮,F,0,70+,1,10009,10009030
19SC,2025-05-08,台北市,松山區,M,0,45~49,1,63000,63000010
19SC,2025-05-08,高雄市,仁武區,M,0,70+,1,64000,64000170
19SC,2025-05-08,高雄市,鳳山區,M,0,70+,1,64000,64000120
19SC,2025-05-08,台中市,北屯區,M,0,70+,1,66000,66000080
19SC,2025-05-08,台中市,南區,F,0,70+,1,66000,66000030
19SC,2025-05-08,台中市,東區,M,0,70+,1,66000,66000020
19SC,2025-05-08,台中市,沙鹿區,F,0,70+,1,66000,66000130
19SC,2025-05-08,台南市,安南區,F,0,70+,1,67000,67000350
19SC,2025-05-08,台南市,安南區,M,0,70+,1,67000,67000350
19SC,2025-05-09,彰化縣,和美鎮,M,0,65~69,1,10007,10007030
19SC,2025-05-09,雲林縣,虎尾鎮,F,0,70+,1,10009,10009030
19SC,2025-05-09,屏東縣,泰武鄉,M,0,45~49,1,10013,10013290
19SC,2025-05-09,台北市,中正區,M,0,70+,1,63000,63000050
19SC,2025-05-09,台北市,士林區,F,0,70+,1,63000,63000110
19SC,2025-05-09,台中市,新社區,F,0,70+,1,66000,66000190
19SC,2025-05-09,台中市,神岡區,M,0,70+,1,66000,66000160
19SC,2025-05-10,苗栗縣,造橋鄉,F,0,70+,1,10005,10005150
19SC,2025-05-11,南投縣,南投市,M,0,70+,1,10008,10008010
19SC,2025-05-11,台北市,士林區,M,0,65~69,1,63000,63000110
19SC,2025-05-11,高雄市,左營區,M,0,70+,1,64000,64000030
19SC,2025-05-12,宜蘭縣,羅東鎮,F,0,70+,1,10002,10002020
19SC,2025-05-12,台北市,信義區,F,0,70+,1,63000,63000020
19SC,2025-05-12,台北市,大同區,M,0,70+,1,63000,63000060
19SC,2025-05-12,台北市,大安區,F,0,70+,1,63000,63000030
19SC,2025-05-12,台北市,萬華區,F,1,70+,1,63000,63000070
19SC,2025-05-12,台北市,萬華區,F,1,70+,1,63000,63000071
19SC,2025-05-12,台北市,萬華區,F,1,70+,1,63000,63000072
19SC,2025-05-12,高雄市,大寮區,M,0,70+,1,64000,64000140
19SC,2025-05-12,新北市,三峽區,M,0,70+,1,65000,65000090
19SC,2025-05-12,新北市,板橋區,M,0,70+,1,65000,65000010
19SC,2025-05-12,新北市,淡水區,M,0,40~44,1,65000,65000100
19SC,2025-05-12,台中市,北屯區,M,0,5~9,1,66000,66000080
19SC,2025-05-12,台中市,大甲區,M,0,45~49,1,66000,66000110
19SC,2025-05-12,台中市,西區,F,0,70+,1,66000,66000040
19SC,2025-05-12,台中市,西屯區,M,0,70+,1,66000,66000060
19SC,2025-05-12,台中市,豐原區,M,0,70+,1,66000,66000090
19SC,2025-05-12,台南市,南區,M,0,70+,1,67000,67000330
19SC,2025-05-12,桃園市,桃園區,M,0,45~49,1,68000,68000010
19SC,2025-05-13,苗栗縣,公館鄉,M,0,60~64,1,10005,10005090
19SC,2025-05-13,彰化縣,和美鎮,F,0,70+,1,10007,10007030
19SC,2025-05-13,雲林縣,斗六市,M,0,70+,1,10009,10009010
19SC,2025-05-13,新竹市,香山區,M,0,70+,1,10018,10018030
19SC,2025-05-13,台北市,士林區,F,0,70+,1,63000,63000110
19SC,2025-05-13,新北市,中和區,F,0,70+,1,65000,65000030
19SC,2025-05-13,新北市,新莊區,F,0,70+,1,65000,65000050
19SC,2025-05-13,新北市,新莊區,M,0,70+,1,65000,65000050
19SC,2025-05-13,新北市,永和區,F,0,70+,1,65000,65000040
19SC,2025-05-13,台南市,白河區,F,0,70+,1,67000,67000030
19SC,2025-05-13,桃園市,平鎮區,F,0,70+,1,68000,68000100
19SC,2025-05-14,苗栗縣,竹南鎮,M,0,70+,1,10005,10005040
19SC,2025-05-14,高雄市,三民區,M,0,70+,1,64000,64000050
19SC,2025-05-14,高雄市,三民區,M,0,70+,1,64000,64000051
19SC,2025-05-14,高雄市,三民區,M,0,70+,1,64000,64000052
19SC,2025-05-14,高雄市,前鎮區,M,0,70+,1,64000,64000090
19SC,2025-05-14,高雄市,鼓山區,M,0,70+,1,64000,64000020
19SC,2025-05-14,台中市,大里區,F,0,65~69,1,66000,66000280
19SC,2025-05-14,台南市,新化區,M,0,55~59,1,67000,67000180
19SC,2025-05-14,桃園市,中壢區,M,0,70+,1,68000,68000020
19SC,2025-05-14,桃園市,楊梅區,M,0,65~69,1,68000,68000040
19SC,2025-05-15,新竹縣,竹東鎮,M,0,70+,1,10004,10004020
19SC,2025-05-15,嘉義縣,大林鎮,F,0,70+,1,10010,10010040
19SC,2025-05-15,新北市,中和區,M,0,70+,1,65000,65000030
